stars,title,appearances
Margaret O'Brien,Meet Me in St. Louis,1
Mary Astor,Meet Me in St. Louis,3
Lucille Bremer,Meet Me in St. Louis,1
Dick Powell,"Murder, My Sweet",2
Claire Trevor,"Murder, My Sweet",2
Anne Shirley,"Murder, My Sweet",1
Otto Kruger,"Murder, My Sweet",2
Ray Milland,The Uninvited,5
Ruth Hussey,The Uninvited,2
Donald Crisp,The Uninvited,5
Cornelia Otis Skinner,The Uninvited,1
Bing Crosby,Going My Way,5
Barry Fitzgerald,Going My Way,4
Frank McHugh,Going My Way,1
James Brown,Going My Way,2
Clyde Geronimi,The Three Caballeros,5
Jack Kinney,The Three Caballeros,6
Bill Roberts,The Three Caballeros,5
Harold Young,The Three Caballeros,1
Aurora Miranda,The Three Caballeros,1
Carmen Molina,The Three Caballeros,1
Dora Luz,The Three Caballeros,1
Sterling Holloway,The Three Caballeros,4
Arletty,Children of Paradise,1
Jean-Louis Barrault,Children of Paradise,1
Pierre Brasseur,Children of Paradise,2
Pierre Renoir,Children of Paradise,1
Celia Johnson,Brief Encounter,1
Trevor Howard,Brief Encounter,7
Stanley Holloway,Brief Encounter,3
Joyce Carey,Brief Encounter,1
Anna Magnani,"Rome, Open City",2
Aldo Fabrizi,"Rome, Open City",1
Marcello Pagliero,"Rome, Open City",1
Vito Annichiarico,"Rome, Open City",1
Ray Milland,The Lost Weekend,5
Jane Wyman,The Lost Weekend,4
Phillip Terry,The Lost Weekend,1
Howard Da Silva,The Lost Weekend,3
Joan Crawford,Mildred Pierce,5
Jack Carson,Mildred Pierce,5
Zachary Scott,Mildred Pierce,1
Eve Arden,Mildred Pierce,1
Edward G. Robinson,Scarlet Street,8
Joan Bennett,Scarlet Street,4
Dan Duryea,Scarlet Street,2
Margaret Lindsay,Scarlet Street,2
Gene Tierney,Leave Her to Heaven,5
Cornel Wilde,Leave Her to Heaven,2
Jeanne Crain,Leave Her to Heaven,2
Vincent Price,Leave Her to Heaven,14
Charles Crichton,Dead of Night,1
Basil Dearden,Dead of Night,1
Robert Hamer,Dead of Night,1
Mervyn Johns,Dead of Night,2
Michael Redgrave,Dead of Night,4
Roland Culver,Dead of Night,1
Mary Merrall,Dead of Night,1
Ingrid Bergman,Spellbound,8
Gregory Peck,Spellbound,14
Michael Chekhov,Spellbound,1
Leo G. Carroll,Spellbound,3
George Sanders,The Picture of Dorian Gray,8
Hurd Hatfield,The Picture of Dorian Gray,1
Donna Reed,The Picture of Dorian Gray,3
Angela Lansbury,The Picture of Dorian Gray,8
Barry Fitzgerald,And Then There Were None,4
Walter Huston,And Then There Were None,3
Louis Hayward,And Then There Were None,1
Roland Young,And Then There Were None,1
Tom Neal,Detour,1
Ann Savage,Detour,1
Claudia Drake,Detour,1
Edmund MacDonald,Detour,1
Barbara Stanwyck,Christmas in Connecticut,6
Dennis Morgan,Christmas in Connecticut,1
Sydney Greenstreet,Christmas in Connecticut,1
Reginald Gardiner,Christmas in Connecticut,2
James Stewart,It's a Wonderful Life,22
Donna Reed,It's a Wonderful Life,3
Lionel Barrymore,It's a Wonderful Life,4
Thomas Mitchell,It's a Wonderful Life,4
Myrna Loy,The Best Years of Our Lives,4
Dana Andrews,The Best Years of Our Lives,5
Fredric March,The Best Years of Our Lives,7
Teresa Wright,The Best Years of Our Lives,6
Emeric Pressburger,Stairway to Heaven,4
David Niven,Stairway to Heaven,7
Kim Hunter,Stairway to Heaven,5
Robert Coote,Stairway to Heaven,1
Kathleen Byron,Stairway to Heaven,1
Cary Grant,Notorious,20
Ingrid Bergman,Notorious,8
Claude Rains,Notorious,8
Louis Calhern,Notorious,3
Humphrey Bogart,The Big Sleep,19
Lauren Bacall,The Big Sleep,12
John Ridgely,The Big Sleep,1
Martha Vickers,The Big Sleep,1
Jean Marais,Beauty and the Beast,3
Josette Day,Beauty and the Beast,1
Nane Germon,Beauty and the Beast,1
John Mills,Great Expectations,6
Valerie Hobson,Great Expectations,3
Tony Wager,Great Expectations,1
Jean Simmons,Great Expectations,7
Henry Fonda,My Darling Clementine,19
Linda Darnell,My Darling Clementine,3
Victor Mature,My Darling Clementine,2
Cathy Downs,My Darling Clementine,1
Burt Lancaster,The Killers,18
Ava Gardner,The Killers,7
Edmond O'Brien,The Killers,6
Albert Dekker,The Killers,3
Rita Hayworth,Gilda,3
Glenn Ford,Gilda,5
George Macready,Gilda,2
Joseph Calleia,Gilda,2
Lana Turner,The Postman Always Rings Twice,3
John Garfield,The Postman Always Rings Twice,2
Cecil Kellaway,The Postman Always Rings Twice,1
Hume Cronyn,The Postman Always Rings Twice,5
Barbara Stanwyck,The Strange Love of Martha Ivers,6
Van Heflin,The Strange Love of Martha Ivers,3
Lizabeth Scott,The Strange Love of Martha Ivers,1
Kirk Douglas,The Strange Love of Martha Ivers,17
Orson Welles,The Stranger,8
Edward G. Robinson,The Stranger,8
Loretta Young,The Stranger,2
Philip Merivale,The Stranger,1
Dorothy McGuire,The Spiral Staircase,5
George Brent,The Spiral Staircase,4
Ethel Barrymore,The Spiral Staircase,1
Kent Smith,The Spiral Staircase,3
Wilfred Jackson,Song of the South,9
Ruth Warrick,Song of the South,1
Bobby Driscoll,Song of the South,2
James Baskett,Song of the South,1
Luana Patten,Song of the South,1
Robert Mitchum,Out of the Past,8
Jane Greer,Out of the Past,1
Kirk Douglas,Out of the Past,17
Rhonda Fleming,Out of the Past,2
Edmund Gwenn,Miracle on 34th Street,3
Maureen O'Hara,Miracle on 34th Street,10
John Payne,Miracle on 34th Street,1
Gene Lockhart,Miracle on 34th Street,2
Gene Tierney,The Ghost and Mrs. Muir,5
Rex Harrison,The Ghost and Mrs. Muir,3
George Sanders,The Ghost and Mrs. Muir,8
Edna Best,The Ghost and Mrs. Muir,2
Charles Chaplin,Monsieur Verdoux,7
Mady Correll,Monsieur Verdoux,1
Allison Roddan,Monsieur Verdoux,1
Robert Lewis,Monsieur Verdoux,1
Emeric Pressburger,Black Narcissus,4
Deborah Kerr,Black Narcissus,8
David Farrar,Black Narcissus,1
Flora Robson,Black Narcissus,2
Jenny Laird,Black Narcissus,1
Tyrone Power,Nightmare Alley,3
Joan Blondell,Nightmare Alley,3
Coleen Gray,Nightmare Alley,2
Helen Walker,Nightmare Alley,1
James Mason,Odd Man Out,11
Robert Newton,Odd Man Out,3
Cyril Cusack,Odd Man Out,4
F.J. McCormick,Odd Man Out,1
Burt Lancaster,Brute Force,18
Hume Cronyn,Brute Force,5
Charles Bickford,Brute Force,3
Yvonne De Carlo,Brute Force,1
Cary Grant,The Bishop's Wife,20
Loretta Young,The Bishop's Wife,2
David Niven,The Bishop's Wife,7
Monty Woolley,The Bishop's Wife,1
Rita Hayworth,The Lady from Shanghai,3
Orson Welles,The Lady from Shanghai,8
Everett Sloane,The Lady from Shanghai,1
Glenn Anders,The Lady from Shanghai,1
Humphrey Bogart,Dark Passage,19
Lauren Bacall,Dark Passage,12
Bruce Bennett,Dark Passage,2
Agnes Moorehead,Dark Passage,3
Gregory Peck,Gentleman's Agreement,14
Dorothy McGuire,Gentleman's Agreement,5
John Garfield,Gentleman's Agreement,2
Celeste Holm,Gentleman's Agreement,3
Gregory Peck,The Paradine Case,14
Ann Todd,The Paradine Case,1
Charles Laughton,The Paradine Case,8
Charles Coburn,The Paradine Case,5
Humphrey Bogart,The Treasure of the Sierra Madre,19
Walter Huston,The Treasure of the Sierra Madre,3
Tim Holt,The Treasure of the Sierra Madre,2
Bruce Bennett,The Treasure of the Sierra Madre,2
Emeric Pressburger,The Red Shoes,4
Anton Walbrook,The Red Shoes,2
Marius Goring,The Red Shoes,2
Moira Shearer,The Red Shoes,2
Robert Helpmann,The Red Shoes,1
James Stewart,Rope,22
John Dall,Rope,2
Farley Granger,Rope,3
Dick Hogan,Rope,1
Joan Fontaine,Letter from an Unknown Woman,4
Louis Jourdan,Letter from an Unknown Woman,4
Mady Christians,Letter from an Unknown Woman,1
Marcel Journet,Letter from an Unknown Woman,1
Robert Newton,Oliver Twist,3
Alec Guinness,Oliver Twist,9
Kay Walsh,Oliver Twist,1
Francis L. Sullivan,Oliver Twist,1
Arthur Rosson,Red River,1
John Wayne,Red River,31
Montgomery Clift,Red River,7
Joanne Dru,Red River,3
Walter Brennan,Red River,6
Edmund Moeschke,Germany Year Zero,1
Ernst Pittschau,Germany Year Zero,1
Ingetraud Hinze,Germany Year Zero,1
Humphrey Bogart,Key Largo,19
Edward G. Robinson,Key Largo,8
Lauren Bacall,Key Largo,12
Lionel Barrymore,Key Largo,4
Barry Fitzgerald,The Naked City,4
Howard Duff,The Naked City,1
Dorothy Hart,The Naked City,1
Don Taylor,The Naked City,3
Laurence Olivier,Hamlet,11
Jean Simmons,Hamlet,7
John Laurie,Hamlet,1
Esmond Knight,Hamlet,2
Takashi Shimura,Drunken Angel,6
Michiyo Kogure,Drunken Angel,1
John Wayne,Fort Apache,31
Henry Fonda,Fort Apache,19
Shirley Temple,Fort Apache,1
Walter Lantz,Abbott and Costello Meet Frankenstein,1
Bud Abbott,Abbott and Costello Meet Frankenstein,1
Lou Costello,Abbott and Costello Meet Frankenstein,1
Lon Chaney Jr.,Abbott and Costello Meet Frankenstein,2
Bela Lugosi,Abbott and Costello Meet Frankenstein,7
Barbara Stanwyck,"Sorry, Wrong Number",6
Burt Lancaster,"Sorry, Wrong Number",18
Ann Richards,"Sorry, Wrong Number",1
Wendell Corey,"Sorry, Wrong Number",2
Judy Garland,Easter Parade,4
Fred Astaire,Easter Parade,7
Peter Lawford,Easter Parade,3
Ann Miller,Easter Parade,2
Cary Grant,Mr. Blandings Builds His Dream House,20
Myrna Loy,Mr. Blandings Builds His Dream House,4
Melvyn Douglas,Mr. Blandings Builds His Dream House,9
Reginald Denny,Mr. Blandings Builds His Dream House,1
John Wayne,3 Godfathers,31
Harry Carey Jr.,3 Godfathers,1
Ward Bond,3 Godfathers,4
Setsuko Hara,Late Spring,2
Yumeji Tsukioka,Late Spring,1
Haruko Sugimura,Late Spring,1
Orson Welles,The Third Man,8
Joseph Cotten,The Third Man,9
Alida Valli,The Third Man,2
Trevor Howard,The Third Man,7
James Cagney,White Heat,8
Virginia Mayo,White Heat,1
Edmond O'Brien,White Heat,6
Margaret Wycherly,White Heat,1
Olivia de Havilland,The Heiress,5
Montgomery Clift,The Heiress,7
Ralph Richardson,The Heiress,6
Miriam Hopkins,The Heiress,4
Dennis Price,Kind Hearts and Coronets,1
Alec Guinness,Kind Hearts and Coronets,9
Valerie Hobson,Kind Hearts and Coronets,3
Joan Greenwood,Kind Hearts and Coronets,2
Takashi Shimura,Stray Dog,6
Keiko Awaji,Stray Dog,1
Eiko Miyoshi,Stray Dog,1
Jeanne Crain,A Letter to Three Wives,2
Linda Darnell,A Letter to Three Wives,3
Ann Sothern,A Letter to Three Wives,1
Kirk Douglas,A Letter to Three Wives,17
Gregory Peck,Twelve O'Clock High,14
Hugh Marlowe,Twelve O'Clock High,3
Gary Merrill,Twelve O'Clock High,1
Millard Mitchell,Twelve O'Clock High,2
Broderick Crawford,All the King's Men,2
John Ireland,All the King's Men,1
Joanne Dru,All the King's Men,3
John Derek,All the King's Men,1
Spencer Tracy,Adam's Rib,9
Katharine Hepburn,Adam's Rib,11
Judy Holliday,Adam's Rib,2
Tom Ewell,Adam's Rib,2
Gene Kelly,On the Town,5
Gene Kelly,On the Town,5
Frank Sinatra,On the Town,7
Betty Garrett,On the Town,1
Ann Miller,On the Town,2
John Wayne,She Wore a Yellow Ribbon,31
Joanne Dru,She Wore a Yellow Ribbon,3
John Agar,She Wore a Yellow Ribbon,4
Ben Johnson,She Wore a Yellow Ribbon,7
Edmond O'Brien,D.O.A.,6
Pamela Britton,D.O.A.,1
Luther Adler,D.O.A.,1
Beverly Garland,D.O.A.,1
John Wayne,Sands of Iwo Jima,31
John Agar,Sands of Iwo Jima,4
Adele Mara,Sands of Iwo Jima,1
Forrest Tucker,Sands of Iwo Jima,3
Gary Cooper,The Fountainhead,9
Patricia Neal,The Fountainhead,5
Raymond Massey,The Fountainhead,4
Kent Smith,The Fountainhead,3
Clyde Geronimi,The Adventures of Ichabod and Mr. Toad,5
Jack Kinney,The Adventures of Ichabod and Mr. Toad,6
Bing Crosby,The Adventures of Ichabod and Mr. Toad,5
Basil Rathbone,The Adventures of Ichabod and Mr. Toad,7
Eric Blore,The Adventures of Ichabod and Mr. Toad,1
John McLeish,The Adventures of Ichabod and Mr. Toad,1
William Holden,Sunset Blvd.,10
Gloria Swanson,Sunset Blvd.,1
Erich von Stroheim,Sunset Blvd.,2
Nancy Olson,Sunset Blvd.,1
Roberto Cobo,The Young and the Damned,1
Estela Inda,The Young and the Damned,1
Bette Davis,All About Eve,9
Anne Baxter,All About Eve,4
George Sanders,All About Eve,8
Celeste Holm,All About Eve,3
Masayuki Mori,Rashomon,3
Takashi Shimura,Rashomon,6
James Stewart,Harvey,22
Wallace Ford,Harvey,2
William H. Lynn,Harvey,1
Victoria Horne,Harvey,1
Humphrey Bogart,In a Lonely Place,19
Gloria Grahame,In a Lonely Place,3
Frank Lovejoy,In a Lonely Place,2
Carl Benton Reid,In a Lonely Place,1
Richard Widmark,Night and the City,3
Gene Tierney,Night and the City,5
Googie Withers,Night and the City,1
Hugh Marlowe,Night and the City,3
Jean Marais,Orpheus,3
Sterling Hayden,The Asphalt Jungle,5
Louis Calhern,The Asphalt Jungle,3
Jean Hagen,The Asphalt Jungle,1
James Whitmore,The Asphalt Jungle,3
Gregory Peck,The Gunfighter,14
Helen Westcott,The Gunfighter,1
Millard Mitchell,The Gunfighter,2
Jean Parker,The Gunfighter,1
James Stewart,Winchester '73,22
Shelley Winters,Winchester '73,7
Dan Duryea,Winchester '73,2
Stephen McNally,Winchester '73,1
John Dall,Gun Crazy,2
Peggy Cummins,Gun Crazy,2
Berry Kroeger,Gun Crazy,1
Morris Carnovsky,Gun Crazy,1
Judy Holliday,Born Yesterday,2
William Holden,Born Yesterday,10
Broderick Crawford,Born Yesterday,2
Howard St. John,Born Yesterday,1
Wilfred Jackson,Cinderella,9
Hamilton Luske,Cinderella,8
Ilene Woods,Cinderella,1
James MacDonald,Cinderella,1
Eleanor Audley,Cinderella,2
Verna Felton,Cinderella,2
Spencer Tracy,Father of the Bride,9
Joan Bennett,Father of the Bride,4
Elizabeth Taylor,Father of the Bride,7
Don Taylor,Father of the Bride,3
Marlene Dietrich,Stage Fright,4
Jane Wyman,Stage Fright,4
Richard Todd,Stage Fright,2
Michael Wilding,Stage Fright,1
John Wayne,Rio Grande,31
Maureen O'Hara,Rio Grande,10
Ben Johnson,Rio Grande,7
Claude Jarman Jr.,Rio Grande,1
Kirk Douglas,Ace in the Hole,17
Jan Sterling,Ace in the Hole,1
Robert Arthur,Ace in the Hole,1
Porter Hall,Ace in the Hole,1
Alastair Sim,A Christmas Carol,1
Jack Warner,A Christmas Carol,1
Kathleen Harrison,A Christmas Carol,1
Mervyn Johns,A Christmas Carol,2
Vivien Leigh,A Streetcar Named Desire,3
Marlon Brando,A Streetcar Named Desire,19
Kim Hunter,A Streetcar Named Desire,5
Karl Malden,A Streetcar Named Desire,9
Farley Granger,Strangers on a Train,3
Robert Walker,Strangers on a Train,2
Ruth Roman,Strangers on a Train,1
Leo G. Carroll,Strangers on a Train,3
Michael Rennie,The Day the Earth Stood Still,2
Patricia Neal,The Day the Earth Stood Still,5
Hugh Marlowe,The Day the Earth Stood Still,3
Sam Jaffe,The Day the Earth Stood Still,2
Claude Laydu,Diary of a Country Priest,1
Nicole Ladmiral,Diary of a Country Priest,1
Jean Riveyre,Diary of a Country Priest,1
Adrien Borel,Diary of a Country Priest,1
Humphrey Bogart,The African Queen,19
Katharine Hepburn,The African Queen,11
Robert Morley,The African Queen,3
Peter Bull,The African Queen,1
Montgomery Clift,A Place in the Sun,7
Elizabeth Taylor,A Place in the Sun,7
Shelley Winters,A Place in the Sun,7
Anne Revere,A Place in the Sun,1
Alec Guinness,The Lavender Hill Mob,9
Stanley Holloway,The Lavender Hill Mob,3
Sidney James,The Lavender Hill Mob,1
Alfie Bass,The Lavender Hill Mob,2
Wilfred Jackson,Alice in Wonderland,9
Hamilton Luske,Alice in Wonderland,8
Jack Kinney,Alice in Wonderland,6
Kathryn Beaumont,Alice in Wonderland,2
Ed Wynn,Alice in Wonderland,1
Richard Haydn,Alice in Wonderland,2
Sterling Holloway,Alice in Wonderland,4
Alec Guinness,The Man in the White Suit,9
Joan Greenwood,The Man in the White Suit,2
Cecil Parker,The Man in the White Suit,2
Michael Gough,The Man in the White Suit,2
Gene Kelly,An American in Paris,5
Leslie Caron,An American in Paris,3
Oscar Levant,An American in Paris,2
Howard Hawks,The Thing from Another World,1
Kenneth Tobey,The Thing from Another World,1
Margaret Sheridan,The Thing from Another World,1
James Arness,The Thing from Another World,2
Robert Cornthwaite,The Thing from Another World,2
Anthony Mann,Quo Vadis,2
Robert Taylor,Quo Vadis,2
Deborah Kerr,Quo Vadis,8
Leo Genn,Quo Vadis,2
Peter Ustinov,Quo Vadis,8
Carlo Battisti,Umberto D.,1
Maria Pia Casilio,Umberto D.,1
Lina Gennari,Umberto D.,1
Ileana Simova,Umberto D.,1
Gary Cooper,High Noon,9
Grace Kelly,High Noon,5
Thomas Mitchell,High Noon,4
Lloyd Bridges,High Noon,7
Charles Chaplin,Limelight,7
Claire Bloom,Limelight,5
Nigel Bruce,Limelight,3
Buster Keaton,Limelight,13
Georges Poujouly,Forbidden Games,2
Brigitte Fossey,Forbidden Games,2
Laurence Badie,Forbidden Games,1
Lana Turner,The Bad and the Beautiful,3
Kirk Douglas,The Bad and the Beautiful,17
Walter Pidgeon,The Bad and the Beautiful,4
Dick Powell,The Bad and the Beautiful,2
John Wayne,The Quiet Man,31
Maureen O'Hara,The Quiet Man,10
Barry Fitzgerald,The Quiet Man,4
Ward Bond,The Quiet Man,4
Marlon Brando,Viva Zapata!,19
Jean Peters,Viva Zapata!,3
Anthony Quinn,Viva Zapata!,10
Joseph Wiseman,Viva Zapata!,2
Cary Grant,Monkey Business,20
Ginger Rogers,Monkey Business,3
Marilyn Monroe,Monkey Business,9
Charles Coburn,Monkey Business,5
James Stewart,The Greatest Show on Earth,22
Charlton Heston,The Greatest Show on Earth,13
Betty Hutton,The Greatest Show on Earth,1
Cornel Wilde,The Greatest Show on Earth,2
Yves Montand,The Wages of Fear,6
Charles Vanel,The Wages of Fear,2
Peter van Eyck,The Wages of Fear,1
Folco Lulli,The Wages of Fear,1
Masayuki Mori,Ugetsu,3
Kinuyo Tanaka,Ugetsu,2
Mitsuko Mito,Ugetsu,1
Chieko Higashiyama,Tokyo Story,1
Setsuko Hara,Tokyo Story,2
Gregory Peck,Roman Holiday,14
Audrey Hepburn,Roman Holiday,14
Eddie Albert,Roman Holiday,4
Hartley Power,Roman Holiday,1
William Holden,Stalag 17,10
Don Taylor,Stalag 17,3
Otto Preminger,Stalag 17,1
Robert Strauss,Stalag 17,1
Glenn Ford,The Big Heat,5
Gloria Grahame,The Big Heat,3
Jocelyn Brando,The Big Heat,1
Alexander Scourby,The Big Heat,1
Charles Boyer,The Earrings of Madame De...,3
Danielle Darrieux,The Earrings of Madame De...,3
Vittorio De Sica,The Earrings of Madame De...,1
Jean Debucourt,The Earrings of Madame De...,1
Alberto Sordi,I Vitelloni,1
Franco Fabrizi,I Vitelloni,1
Franco Interlenghi,I Vitelloni,1
Leopoldo Trieste,I Vitelloni,2
Burt Lancaster,From Here to Eternity,18
Montgomery Clift,From Here to Eternity,7
Deborah Kerr,From Here to Eternity,8
Donna Reed,From Here to Eternity,3
Alan Ladd,Shane,3
Jean Arthur,Shane,5
Van Heflin,Shane,3
Brandon De Wilde,Shane,2
Richard Widmark,Pickup on South Street,3
Jean Peters,Pickup on South Street,3
Thelma Ritter,Pickup on South Street,5
Murvyn Vye,Pickup on South Street,1
Harriet Andersson,Summer with Monika,5
Lars Ekborg,Summer with Monika,1
Dagmar Ebbesen,Summer with Monika,1
Fred Astaire,The Band Wagon,7
Cyd Charisse,The Band Wagon,1
Oscar Levant,The Band Wagon,2
Nanette Fabray,The Band Wagon,1
Wilfred Jackson,Peter Pan,9
Hamilton Luske,Peter Pan,8
Jack Kinney,Peter Pan,6
Bobby Driscoll,Peter Pan,2
Kathryn Beaumont,Peter Pan,2
Hans Conried,Peter Pan,1
Bill Thompson,Peter Pan,2
Jacques Tati,Monsieur Hulot's Holiday,3
Nathalie Pascaud,Monsieur Hulot's Holiday,1
Micheline Rolla,Monsieur Hulot's Holiday,1
Valentine Camax,Monsieur Hulot's Holiday,1
James Stewart,The Naked Spur,22
Janet Leigh,The Naked Spur,6
Robert Ryan,The Naked Spur,6
Ralph Meeker,The Naked Spur,3
Montgomery Clift,I Confess,7
Anne Baxter,I Confess,4
Karl Malden,I Confess,9
Brian Aherne,I Confess,1
Doris Day,Calamity Jane,4
Howard Keel,Calamity Jane,3
Allyn Ann McLerie,Calamity Jane,1
Philip Carey,Calamity Jane,1
Louis Calhern,Julius Caesar,3
Marlon Brando,Julius Caesar,19
James Mason,Julius Caesar,11
John Gielgud,Julius Caesar,5
Jane Russell,Gentlemen Prefer Blondes,1
Marilyn Monroe,Gentlemen Prefer Blondes,9
Charles Coburn,Gentlemen Prefer Blondes,5
Elliott Reid,Gentlemen Prefer Blondes,1
Gene Barry,The War of the Worlds,1
Ann Robinson,The War of the Worlds,1
Les Tremayne,The War of the Worlds,1
Robert Cornthwaite,The War of the Worlds,2
Vincent Price,House of Wax,14
Frank Lovejoy,House of Wax,2
Phyllis Kirk,House of Wax,1
Carolyn Jones,House of Wax,1
Marilyn Monroe,Niagara,9
Joseph Cotten,Niagara,9
Jean Peters,Niagara,3
Max Showalter,Niagara,1
John Wayne,Hondo,31
Geraldine Page,Hondo,4
Ward Bond,Hondo,4
Michael Pate,Hondo,1
Marilyn Monroe,How to Marry a Millionaire,9
Betty Grable,How to Marry a Millionaire,1
Lauren Bacall,How to Marry a Millionaire,12
David Wayne,How to Marry a Millionaire,2
Richard Burton,The Robe,10
Jean Simmons,The Robe,7
Victor Mature,The Robe,2
Michael Rennie,The Robe,2
Marlon Brando,The Wild One,19
Mary Murphy,The Wild One,1
Robert Keith,The Wild One,1
Lee Marvin,The Wild One,10
Richard Carlson,It Came from Outer Space,3
Barbara Rush,It Came from Outer Space,1
Charles Drake,It Came from Outer Space,1
Joe Sawyer,It Came from Outer Space,1
Frank Silvera,Fear and Desire,2
Kenneth Harp,Fear and Desire,1
Paul Mazursky,Fear and Desire,1
Stephen Coit,Fear and Desire,1
Takashi Shimura,Seven Samurai,6
Keiko Tsushima,Seven Samurai,1
Yukiko Shimazaki,Seven Samurai,1
James Stewart,Rear Window,22
Grace Kelly,Rear Window,5
Wendell Corey,Rear Window,2
Thelma Ritter,Rear Window,5
Kinuyo Tanaka,Sansho the Bailiff,2
Yoshiaki Hanayagi,Sansho the Bailiff,1
Ray Milland,Dial M for Murder,5
Grace Kelly,Dial M for Murder,5
Robert Cummings,Dial M for Murder,2
John Williams,Dial M for Murder,2
Marlon Brando,On the Waterfront,19
Karl Malden,On the Waterfront,9
Lee J. Cobb,On the Waterfront,4
Rod Steiger,On the Waterfront,9
Anthony Quinn,La strada,10
Giulietta Masina,La strada,3
Richard Basehart,La strada,2
Aldo Silvani,La strada,1
Humphrey Bogart,The Caine Mutiny,19
Van Johnson,The Caine Mutiny,1
Fred MacMurray,The Caine Mutiny,1
Humphrey Bogart,Sabrina,19
Audrey Hepburn,Sabrina,14
William Holden,Sabrina,10
Walter Hampden,Sabrina,1
Joan Crawford,Johnny Guitar,5
Sterling Hayden,Johnny Guitar,5
Mercedes McCambridge,Johnny Guitar,1
Scott Brady,Johnny Guitar,2
Takashi Shimura,Godzilla,6
Akihiko Hirata,Godzilla,1
Akira Takarada,Godzilla,1
Judy Garland,A Star Is Born,4
James Mason,A Star Is Born,11
Jack Carson,A Star Is Born,5
Charles Bickford,A Star Is Born,3
Bing Crosby,White Christmas,5
Danny Kaye,White Christmas,2
Rosemary Clooney,White Christmas,1
Vera-Ellen,White Christmas,1
